日期,代號,名稱,資買,資賣,現償,資餘額,券賣,券買,券償,券餘額
20260302,1240,茂生農經,0,0,0,40,0,0,0,0
20260302,1259,安心,1,0,0,54,0,0,0,0
20260302,1264,德麥,0,0,0,0,0,0,0,0
20260302,1268,漢來美食,0,3,0,91,0,0,0,0
20260302,1294,漢田生技,1,0,0,42,0,0,0,0
20260302,1295,生合,5,2,0,67,0,0,0,0
20260302,1336,台翰,100,1,3,2745,0,0,0,0
20260302,1565,精華,13,9,0,922,0,0,0,0
20260302,1569,濱川,300,121,0,15016,6,10,0,262
20260302,1570,力肯,11,8,0,1806,0,0,0,0
20260302,1580,新麥,0,0,0,28,0,0,0,0
20260302,1584,精剛,67,55,10,7521,0,0,0,18
20260302,1586,和勤,110,33,0,12860,0,2,0,0
20260302,1591,駿吉-KY,2,5,0,1844,0,0,0,8
20260302,1593,祺驊,7,2,0,168,0,0,0,0
20260302,1595,川寶,13,29,0,1912,0,0,0,8
20260302,1599,宏佳騰,0,0,0,376,0,0,0,2
20260302,1742,台蠟,0,2,0,3390,0,0,0,9
20260302,1777,生泰,0,0,0,40,0,0,0,0
20260302,1781,合世,0,0,0,0,0,0,0,0
20260302,1784,訊聯,112,79,0,1903,2,0,0,9
20260302,1785,光洋科,1447,362,45,24224,0,1,0,49
20260302,1788,杏昌,0,0,0,0,0,0,0,0
20260302,1796,金穎生技,0,0,0,297,0,0,0,0
20260302,1799,易威,0,0,0,0,0,0,0,0
20260302,1813,寶利徠,0,0,0,66,0,0,0,0
20260302,1815,富喬,5303,9656,4,67446,218,460,3,2744
20260302,2035,唐榮,0,0,0,0,0,0,0,0
20260302,2061,風青,5,21,5,3248,0,0,0,0
20260302,2063,世鎧,0,3,0,92,0,0,0,0
20260302,2064,晉椿,1,2,0,44,0,0,0,0
20260302,2065,世豐,0,5,0,135,0,0,0,0
20260302,2066,世德,4,12,0,4102,0,0,0,0
20260302,2067,嘉鋼,0,0,0,0,0,0,0,0
20260302,2070,精湛,10,13,0,1803,16,0,0,102
20260302,2221,大甲,3,0,0,131,0,0,0,0
20260302,2230,泰茂,45,75,1,5297,0,78,77,58
20260302,2235,謚源,0,0,0,39,0,0,0,0
20260302,2596,綠意,1,0,0,1879,0,0,0,0
20260302,2640,大車隊,21,0,0,114,0,0,0,0
20260302,2641,正德,546,508,1,10685,0,1,0,1402
20260302,2643,捷迅,13,0,0,103,0,0,0,0
20260302,2718,全心投控,0,2,0,325,0,0,0,0
20260302,2719,燦星旅,0,0,0,76,0,0,0,0
20260302,2724,藝舍-KY,0,0,0,0,0,0,0,0
20260302,2726,雅茗-KY,27,0,7,455,0,0,0,0
20260302,2729,瓦城,3,0,0,30,0,0,0,0
20260302,2732,六角,1,1,6,175,0,0,0,0
20260302,2734,易飛網,9,4,0,545,0,0,0,1
20260302,2736,富野,8,13,0,725,0,0,0,12
20260302,2743,山富,22,16,1,1007,1,0,0,20
20260302,2745,五福,9,7,0,1152,1,0,0,4
20260302,2751,王座,0,0,0,3,0,0,0,0
20260302,2754,亞洲藏壽司,2,0,0,184,0,0,0,0
